outcome,L,peak,dur,mean_eta,sharp
0,0.0,1.2207084501129752,25.706380491667232,1.1798349461728475,0.6061308270283232
0,0.0,3.446050056859584,5.42800054673498,2.9415563499630593,0.998035109769457
1,309.61888170092897,6.598693272894499,46.92124204213101,6.405961516408674,0.9788055802129011
0,21.89122217685502,5.999975531268176,17.076372417812156,5.5298309439854565,0.9611819359886747
1,232.43673563461516,6.013307132704125,38.65379565478294,5.766330076471284,1.1464075906479037
1,295.4937775911707,5.746198823503268,51.427322973417006,5.485339157032307,1.6930598072527152
1,294.42402348933143,7.4761072207880686,39.37735704621606,6.883086280635348,2.2546910907544397
1,333.15409975096657,6.038076023926893,55.17614224812888,5.694283605456366,2.274936293847617
1,164.39672657353302,6.754823174088736,24.33768139975297,6.479169268908238,0.7123425791340849
1,347.1202967409716,5.680910721473631,61.1077005258456,5.369839788058467,2.416428822851654
0,4.466336928281952,5.762001391687954,7.697722984809026,4.962748721508035,0.902758687329001
0,20.391112789794523,5.585925544568243,45.415391990587764,5.366110384288907,1.2942745314343918
0,11.055712671777842,5.233952859346419,23.475578704335753,4.588342472447969,2.2383789614389227
